,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,FGM,FGA,FGM PG,FGA PG,FG%,GP RANK,W RANK,L RANK,MIN RANK,OFFRTG RANK,DEFRTG RANK,NETRTG RANK,AST% RANK,AST/TO RANK,AST Ratio RANK,OREB% RANK,DREB% RANK,REB% RANK,TO Ratio RANK,eFG% RANK,TS% RANK,USG% RANK,PACE RANK,PIE RANK,FGM RANK,FGA RANK,FGM PG RANK,FGA PG RANK,FG% RANK
,T.J. McConnell,PHI,25,22,13,9,24.1,101.6,102.8,-1.2,29.6,2.55,39.5,3.0,11.6,7.5,15.5,56.1,57.9,13.2,106.80,10.5
,Ben Simmons,PHI,21,26,13,13,36.2,106.0,103.4,2.6,32.9,1.92,27.0,6.3,19.3,13.1,14.1,50.4,52.3,23.9,103.40,14.5
,JJ Redick,PHI,33,25,12,13,33.5,106.6,105.6,0.9,15.5,2.23,17.9,0.7,7.7,4.3,8.0,53.8,58.6,19.9,103.26,9.3
,Richaun Holmes,PHI,24,13,5,8,16.0,106.2,109.5,-3.3,8.3,1.83,11.3,9.1,21.5,15.6,6.2,56.3,59.1,17.5,103.70,11.0
,Justin Anderson,PHI,24,10,5,5,12.6,91.8,113.0,-21.1,4.3,0.75,5.2,7.9,14.9,11.3,6.9,46.9,48.9,18.4,102.55,5.3
,Amir Johnson,PHI,30,25,14,11,15.6,100.8,103.1,-2.3,11.9,1.42,20.9,13.6,21.7,17.8,14.8,50.5,52.1,13.6,104.76,8.1
,Jacob Pullen,PHI,28,2,2,0,1.2,40.0,40.0,0.0,0.0,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,100.00,-22.2
,Trevor Booker,PHI,30,21,8,13,21.9,111.7,109.6,2.1,14.6,1.32,16.3,11.7,22.2,16.9,12.3,54.0,56.2,20.9,103.15,11.7
,Markelle Fultz,PHI,19,4,1,3,18.9,80.4,106.8,-26.5,16.3,1.17,15.5,3.8,7.9,5.8,13.3,33.3,37.2,20.6,108.26,2.4
,James Michael McAdoo,PHI,24,1,0,1,6.9,111.8,123.0,-11.1,0.0,0.00,0.0,0.0,0.0,0.0,17.0,37.5,51.2,34.2,104.30,3.5
,Joel Embiid,PHI,23,22,13,9,30.6,107.7,100.2,7.4,19.8,0.88,12.3,8.8,28.0,18.9,13.9,50.8,57.8,33.7,101.89,18.3
,Jerryd Bayless,PHI,29,21,11,10,26.5,104.1,105.2,-1.1,9.4,1.32,15.9,1.4,8.7,5.0,12.0,51.3,54.9,14.7,103.07,5.3
,Timothe Luwawu-Cabarrot,PHI,22,26,14,12,16.3,101.9,106.6,-4.7,8.9,1.09,11.8,2.9,7.5,5.3,10.9,47.0,50.5,18.0,105.62,3.7
,Alex Len,PHX,24,24,9,15,22.0,100.6,110.6,-10.0,6.2,0.70,9.0,13.8,27.7,20.7,12.9,52.1,59.5,16.7,104.77,12.9
,TJ Warren,PHX,24,29,9,20,31.6,104.1,108.8,-4.7,6.8,0.90,6.3,6.8,12.3,9.5,7.0,49.5,53.1,25.3,103.25,10.8
,Mike James,PHX,27,29,9,20,21.7,103.0,106.6,-3.6,27.2,2.39,22.7,1.8,11.6,6.5,9.5,43.5,48.3,24.4,105.46,10.4
,Derrick Jones Jr.,PHX,20,6,0,6,5.5,102.9,103.6,-0.6,13.6,3.00,28.2,7.1,7.7,7.4,9.4,50.0,67.8,9.6,105.74,10.1
,Troy Daniels,PHX,26,29,9,20,16.1,100.3,109.5,-9.3,5.1,0.88,7.8,0.6,6.5,3.5,8.8,59.2,60.1,16.2,101.97,5.8
,Danuel House,PHX,24,1,0,1,11.3,92.8,115.5,-22.7,0.0,0.00,0.0,0.0,10.0,4.8,25.0,33.3,33.3,16.2,96.34,0.0
,Tyson Chandler,PHX,35,21,7,14,26.1,103.2,105.4,-2.3,5.2,0.88,13.0,11.6,26.5,19.0,14.8,65.6,66.8,10.7,102.59,11.6
,Marquese Chriss,PHX,20,29,9,20,20.2,107.7,107.3,0.4,7.9,1.21,14.0,4.8,19.0,12.1,11.6,47.0,50.7,15.2,103.88,6.8
,Jared Dudley,PHX,32,12,1,11,15.3,108.6,102.9,5.7,19.0,3.71,34.7,2.8,17.1,9.4,9.4,56.8,60.9,11.2,103.59,9.1
,Dragan Bender,PHX,20,29,9,20,20.0,97.2,112.6,-15.4,6.7,1.00,13.8,2.3,15.8,8.8,13.8,48.9,50.7,12.1,105.07,5.6
,Greg Monroe,PHX,27,16,5,11,20.3,100.4,110.7,-10.3,16.3,1.28,17.2,11.1,28.5,19.8,13.4,57.3,59.7,20.8,101.23,14.4
,Josh Jackson,PHX,20,29,9,20,22.2,98.7,110.0,-11.2,8.1,0.57,8.5,4.1,12.8,8.3,14.9,41.7,44.5,22.9,105.89,3.7
,Devin Booker,PHX,21,25,9,16,34.0,103.2,110.0,-6.8,19.7,1.29,14.3,1.7,12.5,7.0,11.1,51.9,57.3,29.1,106.60,12.4
,Alec Peters,PHX,22,2,0,2,7.2,73.8,106.4,-32.6,0.0,0.00,0.0,0.0,27.3,12.5,0.0,37.5,37.5,11.9,107.47,7.0
,Tyler Ulis,PHX,21,28,9,19,23.7,101.7,110.8,-9.1,25.1,2.05,27.9,0.8,7.3,4.1,13.6,41.7,46.6,19.2,101.73,6.9
,CJ McCollum,POR,26,25,12,13,36.4,104.0,104.1,-0.1,12.9,1.24,11.3,1.8,11.2,6.5,9.1,52.3,55.6,25.4,99.35,10.9
,Caleb Swanigan,POR,20,14,8,6,9.2,93.5,102.2,-8.7,12.3,0.82,13.7,10.3,22.9,16.2,16.7,36.3,40.5,19.0,96.49,4.7
,Ed Davis,POR,28,26,13,13,16.9,103.8,100.5,3.3,3.0,0.39,6.4,16.3,26.8,21.7,16.2,50.0,53.8,13.1,97.32,11.3
,Pat Connaughton,POR,24,26,13,13,20.1,105.1,104.2,0.8,7.9,1.88,16.0,1.5,10.7,6.1,8.5,55.9,58.1,12.8,99.83,6.9
,Noah Vonleh,POR,22,19,9,10,20.9,100.2,101.8,-1.5,4.4,1.09,11.6,9.8,30.0,20.1,10.7,53.5,57.3,10.3,98.39,10.9
,Evan Turner,POR,29,26,13,13,26.2,101.0,101.5,-0.5,14.0,1.36,18.7,1.6,13.6,7.7,13.7,40.6,45.8,16.6,99.31,6.5
,Al-Farouq Aminu,POR,27,13,4,9,29.4,109.9,102.6,7.3,6.5,1.13,12.7,5.3,20.9,13.2,11.2,58.3,60.7,13.5,98.89,10.3
,Shabazz Napier,POR,26,20,10,10,16.3,102.1,97.8,4.2,14.6,2.07,17.9,1.7,10.3,6.1,8.6,55.3,60.7,18.1,98.02,13.3
,Zach Collins,POR,20,10,5,5,8.1,106.3,106.5,-0.3,7.9,0.56,13.2,9.0,12.7,10.6,23.8,34.8,35.6,16.8,100.71,-2.1
,Damian Lillard,POR,27,26,13,13,37.2,105.0,102.6,2.4,28.8,2.08,19.1,3.0,12.0,7.5,9.2,49.8,57.6,30.3,100.43,16.3
,Meyers Leonard,POR,25,11,4,7,11.8,105.9,112.1,-6.2,7.8,2.00,10.4,4.6,25.2,14.8,5.2,67.8,69.0,17.9,100.85,12.2
,Maurice Harkless,POR,24,24,13,11,23.0,100.4,102.6,-2.2,4.0,0.79,9.3,3.7,11.2,7.6,11.8,45.7,49.0,11.5,99.62,5.3
,Jake Layman,POR,23,12,7,5,6.6,96.4,105.8,-9.5,3.5,2.00,6.3,2.8,13.8,7.8,3.1,35.7,38.1,15.7,99.82,3.0
,Jusuf Nurkic,POR,23,24,13,11,28.0,101.8,99.7,2.1,13.2,0.67,9.9,7.3,22.6,15.1,14.8,45.5,49.0,29.0,99.92,10.6
,George Hill,SAC,31,24,9,15,25.6,96.1,109.0,-12.9,15.1,1.90,20.5,1.9,12.7,7.0,10.8,53.4,56.6,16.6,96.11,9.4
,Bogdan Bogdanovic,SAC,25,24,8,16,24.3,97.7,108.7,-11.0,14.4,1.39,17.1,1.6,9.8,5.5,12.3,50.5,53.6,19.9,97.69,7.9
,Zach Randolph,SAC,36,25,9,16,26.0,97.5,111.2,-13.7,16.5,1.27,13.0,7.5,25.2,15.9,10.2,54.3,56.3,26.6,96.39,15.0
,Kosta Koufos,SAC,28,27,9,18,18.3,93.7,107.8,-14.1,10.0,1.72,18.1,9.4,25.5,17.1,10.5,53.3,53.2,12.8,97.40,11.0
,Skal Labissiere,SAC,21,25,8,17,16.8,99.9,107.4,-7.4,6.8,0.62,7.6,8.7,18.7,13.6,12.2,44.8,49.2,23.2,97.66,8.2
,JaKarr Sampson,SAC,24,6,1,5,17.0,104.5,98.1,6.4,2.9,1.00,7.4,9.2,22.4,16.2,7.4,63.6,65.6,11.4,93.57,9.6
,De'Aaron Fox,SAC,19,27,9,18,26.3,97.9,112.1,-14.3,23.0,1.69,22.7,2.0,10.9,6.2,13.4,42.6,45.5,22.4,97.61,6.7
,Jack Cooley,SAC,26,1,0,1,1.6,173.6,0.0,173.6,100,0.00,34.7,0.0,50.0,33.3,0.0,0.0,53.2,65.3,101.40,0.0
,Frank Mason,SAC,23,20,6,14,18.8,107.9,104.5,3.4,25.6,2.06,25.2,2.7,10.2,6.6,12.2,44.5,50.8,23.5,95.90,8.9
,Garrett Temple,SAC,31,26,9,17,24.6,97.3,108.5,-11.3,8.8,1.36,14.5,0.8,9.6,5.0,10.7,47.3,49.8,15.3,98.27,5.2
,Vince Carter,SAC,40,17,6,11,13.1,99.7,106.6,-6.9,7.9,2.00,15.7,1.7,10.8,6.3,7.8,40.2,40.9,13.3,97.09,3.2
,Justin Jackson,SAC,22,18,4,14,19.1,94.8,105.7,-11.0,4.8,0.77,7.1,2.8,7.7,5.2,9.3,46.0,46.8,17.4,96.53,4.2
,Buddy Hield,SAC,23,25,9,16,23.1,99.4,105.4,-6.0,12.0,1.00,11.2,3.0,15.9,9.4,11.2,54.9,56.7,25.1,96.64,11.4
,Malachi Richardson,SAC,21,12,2,10,11.7,104.5,108.5,-4.0,6.4,2.00,10.6,1.6,7.0,4.3,5.3,44.0,49.2,16.6,95.66,4.5
,Willie Cauley-Stein,SAC,24,24,8,16,24.8,96.1,109.7,-13.5,14.3,1.49,16.2,7.6,21.8,14.1,10.9,49.8,52.9,20.2,97.11,11.0
,Georgios Papagiannis,SAC,20,5,1,4,6.9,123.6,125.0,-1.4,7.1,2.00,15.4,7.4,23.1,15.1,7.7,80.0,80.0,13.8,96.92,12.5
,Manu Ginobili,SAS,40,23,16,7,21.3,106.0,105.3,0.7,18.0,1.37,20.0,1.7,10.6,6.1,14.6,46.3,52.0,20.2,97.32,6.6
,Davis Bertans,SAS,25,24,15,9,9.1,105.4,101.4,4.0,8.8,1.33,11.8,2.2,15.2,8.9,8.9,56.6,58.5,18.7,97.81,9.0
,Darrun Hilliard,SAS,24,4,4,0,9.7,114.7,110.6,4.1,12.9,1.33,26.9,0.0,9.4,4.6,20.2,14.3,19.0,12.9,98.26,-1.4
,Tony Parker,SAS,35,7,6,1,18.7,105.3,94.9,10.4,39.5,3.20,32.6,1.7,15.3,8.5,10.2,49.0,51.5,24.2,93.26,14.6
,Matt Costello,SAS,24,1,1,0,10.6,147.6,106.6,41.0,0.0,0.00,0.0,0.0,41.7,29.4,0.0,100,100,4.5,98.85,9.0
,Pau Gasol,SAS,37,27,18,9,25.2,105.6,98.0,7.6,18.3,2.19,21.7,6.2,26.1,16.5,9.9,53.3,57.7,19.3,96.43,15.4
,Kyle Anderson,SAS,24,23,15,8,27.4,105.0,101.9,3.1,16.9,2.33,25.1,5.4,18.7,12.0,10.7,52.6,56.9,15.2,95.43,11.7
,Dejounte Murray,SAS,21,28,19,9,18.0,101.9,94.5,7.4,20.2,1.51,22.1,7.4,19.6,13.5,14.6,42.1,46.9,20.1,97.97,10.2
,LaMarcus Aldridge,SAS,32,27,19,8,33.6,108.0,101.9,6.0,11.7,1.41,9.1,10.9,16.7,13.8,6.4,51.3,56.8,28.9,94.91,15.3
,Rudy Gay,SAS,31,26,18,8,23.6,104.9,101.0,3.9,12.4,1.00,11.9,7.1,19.6,13.3,11.9,52.9,57.5,23.8,96.81,13.9
,Derrick White,SAS,23,6,2,4,7.8,95.9,71.5,24.4,10.0,1.00,19.2,4.3,13.2,9.1,19.2,42.9,46.7,11.9,103.63,8.6
,Brandon Paul,SAS,26,28,19,9,11.7,97.8,98.3,-0.5,12.7,1.59,21.3,0.7,11.1,5.7,13.4,54.2,57.2,13.7,97.68,7.4
,Danny Green,SAS,30,26,17,9,28.2,106.0,98.8,7.1,10.3,1.34,15.8,1.9,13.0,7.5,11.8,50.7,51.6,16.9,95.04,8.2
,Joffrey Lauvergne,SAS,26,14,10,4,10.9,89.8,108.9,-19.2,10.3,0.90,12.1,14.1,23.2,18.5,13.5,44.9,47.1,18.3,99.43,8.7
,Bryn Forbes,SAS,24,28,19,9,18.1,106.3,104.5,1.9,7.4,1.92,11.8,1.5,7.1,4.3,6.1,53.9,53.6,16.4,96.89,5.6
,Kawhi Leonard,SAS,26,1,0,1,15.9,86.6,59.2,27.4,14.3,0.00,7.7,5.9,23.8,15.8,0.0,54.2,54.2,33.0,100.06,36.1
,Patty Mills,SAS,29,28,19,9,25.4,107.8,107.1,0.7,20.5,2.39,25.3,1.6,8.9,5.2,10.6,50.6,53.8,18.4,95.69,8.4
,Norman Powell,TOR,24,21,13,8,20.6,106.5,103.2,3.3,12.6,1.27,16.2,1.1,9.6,5.5,12.8,50.3,54.0,20.2,100.87,7.1
,Jonas Valanciunas,TOR,25,21,15,6,20.6,113.6,109.7,3.9,4.5,0.41,5.9,13.6,29.2,21.9,14.6,57.9,63.8,21.1,100.24,12.5
,Kyle Lowry,TOR,31,25,17,8,33.1,111.2,104.5,6.6,30.4,2.67,30.2,2.3,19.2,11.1,11.3,55.8,60.3,21.6,100.42,14.2
,Serge Ibaka,TOR,28,23,15,8,27.5,111.8,106.1,5.7,3.4,0.56,4.8,3.0,19.5,11.5,8.5,58.3,59.3,19.6,100.54,9.5
,DeMar DeRozan,TOR,28,25,17,8,34.4,111.7,106.2,5.6,24.0,2.03,18.4,2.5,12.5,7.6,9.1,49.5,56.5,29.2,100.90,14.1
,Lorenzo Brown,TOR,27,6,4,2,8.1,96.1,84.6,11.5,16.1,0.00,45.5,0.0,15.9,9.1,0.0,16.7,16.7,6.3,92.55,7.4
,Alfonzo McKinnie,TOR,25,8,7,1,3.2,135.6,103.1,32.5,4.8,1.00,10.7,0.0,20.8,12.8,10.7,75.0,75.1,15.9,99.60,7.5
,Lucas Nogueira,TOR,25,17,11,6,12.0,107.8,96.5,11.3,4.3,0.67,9.1,5.1,20.8,13.0,13.6,62.8,64.8,13.6,97.51,10.7
,Jakob Poeltl,TOR,22,25,17,8,16.2,107.1,101.4,5.7,3.1,0.40,5.1,13.7,16.9,15.3,12.7,68.9,67.6,15.8,101.24,11.1
,Delon Wright,TOR,25,14,9,5,20.9,107.1,102.0,5.2,18.6,1.48,26.2,2.3,11.5,6.7,17.7,58.5,67.0,15.4,101.80,10.7
,Fred VanVleet,TOR,23,25,17,8,17.1,110.7,96.0,14.7,23.8,3.32,28.9,1.4,9.4,5.5,8.7,46.6,50.0,18.7,98.79,9.5
,OG Anunoby,TOR,20,25,17,8,20.3,114.4,99.8,14.5,5.4,1.43,12.0,3.9,7.3,5.6,8.4,61.4,62.2,12.9,99.31,6.0
,CJ Miles,TOR,30,22,15,7,18.5,105.7,100.4,5.3,6.2,1.23,7.1,1.3,10.0,5.6,5.8,54.3,57.1,22.1,101.25,9.0
,Pascal Siakam,TOR,23,24,17,7,20.4,109.5,100.9,8.6,12.0,2.05,19.7,6.3,18.5,12.6,9.6,53.8,52.3,15.7,100.23,9.4
,Bruno Caboclo,TOR,22,2,2,0,3.3,120.1,43.2,76.9,16.7,0.00,33.3,0.0,10.0,5.6,0.0,0.0,0.0,10.9,97.63,0.0
,Royce O'Neale,UTA,24,18,10,8,11.0,114.4,92.6,21.8,13.6,2.86,25.0,1.7,20.0,10.6,8.7,41.5,45.1,14.0,96.50,7.6
,Ekpe Udoh,UTA,30,25,13,12,14.4,107.0,97.3,9.6,11.3,2.90,29.4,9.4,9.5,9.4,10.1,47.1,53.5,8.8,98.10,6.1
,Derrick Favors,UTA,26,27,13,14,27.8,106.6,103.7,2.8,10.1,1.15,12.3,9.5,17.9,13.7,10.7,56.5,59.6,19.9,95.92,12.1
,Ricky Rubio,UTA,27,26,13,13,28.9,101.4,103.0,-1.6,27.4,1.60,25.4,1.9,12.6,7.1,15.9,44.1,51.7,22.7,97.44,9.4
,Nate Wolters,UTA,26,4,3,1,2.7,126.5,117.3,9.2,10.0,0.00,25.0,7.7,10.0,8.7,0.0,0.0,0.0,11.6,86.00,-3.8
,Rodney Hood,UTA,25,18,8,10,28.3,104.0,101.9,2.1,11.6,0.91,9.0,1.1,10.2,5.4,9.9,51.5,55.6,28.8,97.98,10.3
,Donovan Mitchell,UTA,21,27,13,14,29.7,106.7,104.4,2.2,18.9,1.32,14.5,2.2,9.7,5.8,11.0,48.9,52.4,28.8,97.72,9.1
,Raul Neto,UTA,25,17,8,9,13.3,106.6,90.7,15.9,22.1,2.75,27.3,1.0,10.1,5.6,9.9,54.3,55.5,17.1,99.00,10.6
,Rudy Gobert,UTA,25,16,6,10,31.9,96.3,102.0,-5.7,6.9,0.57,9.5,9.6,26.2,17.8,16.7,61.3,65.1,16.7,98.52,14.5
,Joe Ingles,UTA,30,27,13,14,29.8,103.0,106.5,-3.5,20.8,2.30,27.8,1.0,14.3,7.4,12.1,60.4,61.6,15.7,97.80,10.2
,Joe Johnson,UTA,36,7,4,3,19.2,91.6,99.4,-7.8,13.8,1.10,15.6,3.5,12.1,8.0,14.2,41.3,45.4,19.9,98.80,7.7
,Jonas Jerebko,UTA,30,22,10,12,16.8,114.6,103.8,10.8,6.9,2.00,13.3,5.7,21.0,13.0,6.6,61.1,62.3,14.3,96.26,9.3
,Alec Burks,UTA,26,26,13,13,19.8,113.2,104.4,8.8,10.3,1.32,11.1,1.8,17.1,9.2,8.4,51.7,56.9,23.5,96.57,11.9
,Tony Bradley,UTA,19,7,5,2,3.0,104.3,96.6,7.7,6.7,0.00,9.2,10.7,25.0,16.7,0.0,11.1,20.2,19.7,101.58,3.4
,Thabo Sefolosha,UTA,33,26,13,13,21.0,107.0,98.2,8.8,6.2,1.17,10.3,3.4,20.9,12.0,8.8,59.3,62.5,15.5,97.25,13.1
,Otto Porter Jr.,WAS,24,26,14,12,32.5,105.8,103.0,2.8,9.0,2.45,12.2,3.9,19.5,11.8,5.0,57.3,59.1,18.5,99.13,13.3
,Jodie Meeks,WAS,30,27,14,13,16.7,104.2,105.2,-1.0,5.7,1.14,7.4,1.5,7.8,4.5,6.5,44.7,52.4,19.2,99.16,7.7
,Bradley Beal,WAS,24,27,14,13,34.9,107.4,103.3,4.1,16.0,1.31,12.1,2.6,9.6,6.2,9.2,51.2,55.8,30.3,99.25,12.4
,Chris McCullough,WAS,22,6,4,2,7.6,111.4,111.8,-0.3,4.2,0.00,3.9,7.1,21.4,14.3,0.0,40.5,44.9,22.5,103.59,7.3
,Mike Scott,WAS,29,24,12,12,17.9,105.4,104.5,0.9,6.6,0.68,8.4,3.8,18.9,11.2,12.4,61.1,62.4,18.5,99.68,11.2
,Ian Mahinmi,WAS,31,26,14,12,15.0,109.2,105.4,3.8,5.8,0.53,11.8,14.5,15.6,15.1,22.2,47.9,56.2,13.4,97.73,3.7
,John Wall,WAS,27,16,9,7,34.4,110.6,103.3,7.3,40.8,3.06,29.4,1.3,9.3,5.4,9.6,47.1,53.2,27.8,101.30,13.9
,Markieff Morris,WAS,28,20,10,10,23.2,102.8,105.1,-2.3,7.6,0.72,9.6,4.6,14.8,9.7,13.3,50.9,53.0,21.4,96.62,6.6
,Tim Frazier,WAS,27,27,14,13,18.0,101.0,105.5,-4.5,30.1,2.66,41.6,2.1,13.5,7.6,15.6,47.9,51.4,13.2,96.86,8.6
,Marcin Gortat,WAS,33,27,14,13,28.5,106.1,105.3,0.8,10.8,1.45,18.2,8.6,24.5,16.5,12.6,52.8,55.6,15.0,98.80,10.9
,Tomas Satoransky,WAS,26,18,10,8,16.9,107.6,104.6,3.1,25.6,6.50,35.9,4.9,11.6,8.1,5.5,54.1,57.7,13.3,97.99,11.3
,Kelly Oubre Jr.,WAS,22,27,14,13,27.4,106.2,106.0,0.2,5.9,0.93,8.2,3.1,18.4,10.7,8.8,49.0,54.2,18.4,100.31,8.8
,Jason Smith,WAS,31,10,3,7,10.9,101.4,95.0,6.4,1.4,0.25,2.3,9.3,7.5,8.5,9.2,32.9,40.2,16.6,100.98,1.1
